Genes,PhosNo,Norm_Symbol
KDELC2,3,KDELC2
FAM220A,3,FAM220A
LIMS2,7,LIMS2
TRIM46,15,TRIM46
TTC21B,11,TTC21B
TRPM1,5,TRPM1
P4HA3,3,P4HA3
HEATR3,7,HEATR3
KIF21A,69,KIF21A
SH2D6,4,SH2D6
GALNTL5,3,GALNTL5
MAATS1,2,MAATS1
ZNF438,10,ZNF438
HDGFL2,52,HDGFL2
DCXR,4,DCXR
KRTAP19-3,3,KRTAP19-3
ATP5L2,1,ATP5L2
MDGA2,6,MDGA2
BRAP,20,BRAP
ZNF804A,6,ZNF804A
SPATA21,2,SPATA21
EMSY,54,EMSY
AKNA,57,AKNA
RIC3,3,RIC3
NANOGNB,1,NANOGNB
GOLGA7,1,GOLGA7
ARHGAP22,27,ARHGAP22
HSD11B1L,1,HSD11B1L
RAI1,113,RAI1
ANKAR,8,ANKAR
WAPL,51,WAPL
R3HCC1L,6,R3HCC1L
SPATA19,1,SPATA19
PODN,9,PODN
IRF2BP2,49,IRF2BP2
TMC3,8,TMC3
ABHD12B,2,ABHD12B
SDK1,27,SDK1
HSD17B13,3,HSD17B13
MUC19,58,MUC19
CPEB2,10,CPEB2
POLN,4,POLN
APBB1IP,12,APBB1IP
PPP1R32,2,PPP1R32
BCDIN3D,2,BCDIN3D
BMP8A,1,BMP8A
KCTD20,3,KCTD20
GPR142,6,GPR142
SNX20,5,SNX20
CAMKMT,4,CAMKMT
NET1,23,NET1
CEACAM19,2,CEACAM19
ADCK2,1,ADCK2
SPRED2,11,SPRED2
SPRED1,11,SPRED1
CCDC91,9,CCDC91
SRGAP1,40,SRGAP1
RBBP6,145,RBBP6
NECAB2,6,NECAB2
ANKS1B,13,ANKS1B
ARHGAP30,33,ARHGAP30
C5orf24,11,C5orf24
SH3RF1,42,SH3RF1
GRASP,6,GRASP
FGD2,5,FGD2
FRMD5,20,FRMD5
UBE3D,3,UBE3D
TSEN54,11,TSEN54
PTAR1,3,PTAR1
NRARP,2,NRARP
ARPIN,7,ARPIN
PRRT2,10,PRRT2
TECPR1,8,TECPR1
RABEPK,6,RABEPK
FBXO33,7,FBXO33
MTERF4,1,MTERF4
RAB44,17,RAB44
TFAP2D,5,TFAP2D
HUWE1,181,HUWE1
PLEKHH3,9,PLEKHH3
YTHDF3,10,YTHDF3
MROH2B,6,MROH2B
KRT77,13,KRT77
CNTRL,30,CNTRL
CTU1,7,CTU1
PXK,8,PXK
FILIP1,20,FILIP1
PIGW,3,PIGW
STRA8,4,STRA8
TAF8,9,TAF8
VTCN1,1,VTCN1
UBE2Q1,3,UBE2Q1
KHDC4,8,KHDC4
MRPL55,4,MRPL55
ABI3BP,8,ABI3BP
CLNK,2,CLNK
CPLX4,2,CPLX4
VPS13B,41,VPS13B
CATIP,4,CATIP
MRPL10,1,MRPL10
CMC1,1,CMC1
CENPV,16,CENPV
SLFN11,10,SLFN11
ZER1,4,ZER1
C11orf96,16,C11orf96
ZSCAN2,10,ZSCAN2
MEGF8,13,MEGF8
ADGRD2,4,ADGRD2
B3GNT8,1,B3GNT8
GALNT5,7,GALNT5
TMEM179B,7,TMEM179B
RALYL,5,RALYL
NPM2,2,NPM2
PCGF5,4,PCGF5
GALNT7,6,GALNT7
ANKRD23,4,ANKRD23
DAZ4,2,DAZ4
HMGN2P46,1,HMGN2P46
S100A7A,8,S100A7A
NEK8,4,NEK8
LYG2,1,LYG2
ZAR1.00,2,ZAR1.00
C5orf38,3,C5orf38
AMIGO2,7,AMIGO2
DSG4,2,DSG4
GPR149,3,GPR149
PHLDB2,119,PHLDB2
ADGRG6,26,ADGRG6
ADGRA1,8,ADGRA1
SDCCAG8,9,SDCCAG8
DHDDS,2,DHDDS
GALNT10,8,GALNT10
SYT9,3,SYT9
ILDR1,12,ILDR1
TEDC1,2,TEDC1
GLRX5,1,GLRX5
PIP4P1,6,PIP4P1
CLEC14A,6,CLEC14A
CROCCP2,5,CROCCP2
ZBTB33,9,ZBTB33
TMPRSS11B,1,TMPRSS11B
ZNF605,7,ZNF605
DAAM2,9,DAAM2
NBPF11,2,NBPF11
USP37,32,USP37
KIAA1328,17,KIAA1328
RNF180,8,RNF180
MOB3B,8,MOB3B
ALPK2,23,ALPK2
PATL1,19,PATL1
MYPN,54,MYPN
SRL,13,SRL
LUZP2,1,LUZP2
PEG10,13,PEG10
ADAMTSL2,3,ADAMTSL2
TBC1D1,52,TBC1D1
DPP9,9,DPP9
TADA2B,7,TADA2B
ZNF554,2,ZNF554
ATG4D,9,ATG4D
STIMATE,5,STIMATE
DDX53,9,DDX53
SYVN1,3,SYVN1
TRPT1,9,TRPT1
PRUNE1,4,PRUNE1
MRPL52,1,MRPL52
LINC00523,1,LINC00523
SETD3,11,SETD3
TTC7B,23,TTC7B
ADCK1,2,ADCK1
ACOT1,7,ACOT1
C14orf37,8,C14orf37
TTC6,2,TTC6
RBM23,12,RBM23
ISCA2,4,ISCA2
LINC01551,2,LINC01551
NOP9,8,NOP9
PABPN1,9,PABPN1
METTL3,22,METTL3
LDB1,18,LDB1
PBRM1,79,PBRM1
YRDC,5,YRDC
RPAIN,2,RPAIN
BIVM,4,BIVM
TMEM135,5,TMEM135
RSPH3,1,RSPH3
SAPCD2,10,SAPCD2
OAF,1,OAF
MARCH3,1,MARCH3
ZNF329,3,ZNF329
SLC9B2,2,SLC9B2
ZNF546,8,ZNF546
MTDH,53,MTDH
LRRTM1,1,LRRTM1
TLK2,42,TLK2
TSPAN33,1,TSPAN33
CTAGE6,8,CTAGE6
CCDC190,5,CCDC190
SLCO6A1,1,SLCO6A1
ABCA12,7,ABCA12
EVC2,5,EVC2
ZNF598,34,ZNF598
GPAT4,6,GPAT4
MAGI2,14,MAGI2
RTN4RL2,1,RTN4RL2
CDH24,1,CDH24
KTN1,42,KTN1
ZFHX4,70,ZFHX4
GTF2IRD2,3,GTF2IRD2
LHFPL3,1,LHFPL3
ZNF589,4,ZNF589
ABCA13,15,ABCA13
NOXA1,3,NOXA1
RIMS1,39,RIMS1
SMG6,39,SMG6
PDZD3,3,PDZD3
NLRX1,2,NLRX1
BCL9L,58,BCL9L
PHLDB1,99,PHLDB1
GGN,4,GGN
TAC4,1,TAC4
USP48,7,USP48
SLC51B,3,SLC51B
N4BP2,29,N4BP2
CADPS2,18,CADPS2
HAPLN4,1,HAPLN4
DTX2,8,DTX2
ITIH5,4,ITIH5
STK32C,12,STK32C
FERMT3,30,FERMT3
FAM83A,14,FAM83A
NAA40,1,NAA40
NT5DC3,4,NT5DC3
ZBTB46,9,ZBTB46
CASZ1,34,CASZ1
AACS,9,AACS
ADIPOR2,2,ADIPOR2
VASH2,9,VASH2
TRABD2A,3,TRABD2A
FAM124A,4,FAM124A
LUZP1,92,LUZP1
PNMA8A,8,PNMA8A
ZNF429,4,ZNF429
ALYREF,10,ALYREF
GPR180,1,GPR180
PIM3,1,PIM3
FAM160B2,4,FAM160B2
MDP1,5,MDP1
KBTBD6,1,KBTBD6
CD163,3,CD163
MORC1,6,MORC1
SLC25A42,3,SLC25A42
PIGZ,2,PIGZ
MYPOP,12,MYPOP
SATL1,4,SATL1
SERINC5,3,SERINC5
IGFN1,48,IGFN1
NRAP,22,NRAP
C11orf74,2,C11orf74
KIF27,11,KIF27
LRRTM4,6,LRRTM4
EXOC3L1,2,EXOC3L1
IQGAP3,12,IQGAP3
LAPTM4B,4,LAPTM4B
ZNF410,6,ZNF410
ZC3H18,85,ZC3H18
VPS36,2,VPS36
TAX1BP1,30,TAX1BP1
PACS2,26,PACS2
CAND1,56,CAND1
LCA5,15,LCA5
GLCCI1,61,GLCCI1
TXNDC2,2,TXNDC2
TXNRD3,9,TXNRD3
RETREG3,33,RETREG3
VSIG10L,4,VSIG10L
FJX1,1,FJX1
IQCH,1,IQCH
HOOK3,20,HOOK3
COMTD1,1,COMTD1
RANBP3L,5,RANBP3L
RTTN,19,RTTN
ARHGEF25,6,ARHGEF25
MON1A,18,MON1A
TSPYL5,5,TSPYL5
TMEM200A,23,TMEM200A
P2RY8,5,P2RY8
WDR5B,3,WDR5B
LRP11,4,LRP11
SGMS1,3,SGMS1
JAZF1,10,JAZF1
CYP4Z1,1,CYP4Z1
ZSCAN30,2,ZSCAN30
NLRP14,1,NLRP14
NLRP13,4,NLRP13
NLRP10,3,NLRP10
NLRP8,2,NLRP8
TPRA1,1,TPRA1
THOC6,5,THOC6
METTL16,18,METTL16
PARG,38,PARG
ANKRD46,1,ANKRD46
PPFIBP1,60,PPFIBP1
LONP2,4,LONP2
SLC26A11,2,SLC26A11
ZC3HC1,52,ZC3HC1
UNC93A,3,UNC93A
OSTM1,8,OSTM1
PPP1R27,2,PPP1R27
ATCAY,1,ATCAY
SBF2,23,SBF2
RASSF3,3,RASSF3
PKHD1L1,13,PKHD1L1
NLRC5,5,NLRC5
CHD1L,11,CHD1L
AMIGO1,3,AMIGO1
AMIGO3,2,AMIGO3
FCHSD1,6,FCHSD1
GPBP1,16,GPBP1
CCDC25,11,CCDC25
PROSER2,40,PROSER2
OOSP2,2,OOSP2
C12orf40,11,C12orf40
TMPRSS12,4,TMPRSS12
TTC30A,9,TTC30A
SKAP1,4,SKAP1
TMEM173,2,TMEM173
COA5,2,COA5
RPS19BP1,5,RPS19BP1
HEATR4,1,HEATR4
ZNF227,14,ZNF227
CDR2L,24,CDR2L
RALGAPB,46,RALGAPB
TMEM17,2,TMEM17
HORMAD1,9,HORMAD1
RALGPS2,23,RALGPS2
LSR,60,LSR
LRRC28,2,LRRC28
LRRC6,7,LRRC6
CXorf67,23,CXorf67
CHSY1,1,CHSY1
ERICH1,13,ERICH1
CARM1,7,CARM1
C17orf82,2,C17orf82
FAM72B,1,FAM72B
NUDT13,1,NUDT13
NIT1,3,NIT1
CIR1,15,CIR1
HEATR5A,24,HEATR5A
FAM131B,10,FAM131B
ZFAND4,2,ZFAND4
SNX32,1,SNX32
MICU3,1,MICU3
HOGA1,5,HOGA1
ZNF575,2,ZNF575
NBPF5P,1,NBPF5P
IQCA1,1,IQCA1
NCAPG2,15,NCAPG2
PPP1R3B,1,PPP1R3B
ZSWIM9,9,ZSWIM9
CALHM3,2,CALHM3
GAS2L3,35,GAS2L3
FBXO11,6,FBXO11
SFR1,6,SFR1
ANKLE2,57,ANKLE2
CATSPERD,1,CATSPERD
ZNF761,14,ZNF761
PROSER1,9,PROSER1
MEX3D,12,MEX3D
DGKH,16,DGKH
DDX42,42,DDX42
CATSPER3,3,CATSPER3
FAM129C,4,FAM129C
TICAM2,2,TICAM2
CEP57,20,CEP57
RNF130,4,RNF130
VPS37D,2,VPS37D
TMEM219,2,TMEM219
ZNF677,2,ZNF677
NME9,2,NME9
FRAS1,7,FRAS1
SPATS2,39,SPATS2
DTX1,6,DTX1
VRK2,16,VRK2
DZIP3,6,DZIP3
ZNF354C,2,ZNF354C
NUTM1,3,NUTM1
ADGRG3,4,ADGRG3
CACUL1,2,CACUL1
XYLT1,8,XYLT1
NDUFA11,2,NDUFA11
KRT73,5,KRT73
DNAAF5,3,DNAAF5
STX12,9,STX12
KIF18B,40,KIF18B
KMT5C,7,KMT5C
ZGRF1,11,ZGRF1
ECHDC2,1,ECHDC2
ERO1B,7,ERO1B
PALB2,32,PALB2
NRROS,3,NRROS
PTOV1,16,PTOV1
TMEM25,2,TMEM25
LDLRAD3,12,LDLRAD3
FAM90A1,5,FAM90A1
ZNF573,4,ZNF573
DZIP1,8,DZIP1
NT5DC4,1,NT5DC4
ZNF280B,3,ZNF280B
PHF13,2,PHF13
ANKRD13B,7,ANKRD13B
TDRP,5,TDRP
PDPN,2,PDPN
PPARGC1B,16,PPARGC1B
GATAD2A,49,GATAD2A
CPNE8,4,CPNE8
GPSM1,26,GPSM1
POTED,3,POTED
MCF2L2,12,MCF2L2
RAB11FIP4,7,RAB11FIP4
RAB43,5,RAB43
C2CD5,61,C2CD5
SLC13A5,1,SLC13A5
MIB1,7,MIB1
JAML,7,JAML
RASAL3,47,RASAL3
PRAG1,77,PRAG1
MYLK4,5,MYLK4
HPS6,7,HPS6
PLCZ1,1,PLCZ1
TREML1,14,TREML1
MED12L,7,MED12L
HRNR,62,HRNR
HIPK1,18,HIPK1
KLB,7,KLB
CCDC125,7,CCDC125
RFX6,2,RFX6
IFNL1,1,IFNL1
IFNLR1,5,IFNLR1
DCP2,11,DCP2
TMC8,10,TMC8
IRF2BP1,26,IRF2BP1
CAMK1D,15,CAMK1D
CERS3,1,CERS3
CALHM1,1,CALHM1
ABCA9,2,ABCA9
RHPN2,21,RHPN2
TICAM1,5,TICAM1
GALNT13,1,GALNT13
ERC1,50,ERC1
RNF135,2,RNF135
TGIF2LY,2,TGIF2LY
TGIF2LX,2,TGIF2LX
HIST2H2AB,6,HIST2H2AB
RIOX2,8,RIOX2
MYO18B,67,MYO18B
CREG2,1,CREG2
RBM45,2,RBM45
ZDHHC13,5,ZDHHC13
ZDHHC17,7,ZDHHC17
SPPL2C,1,SPPL2C
SNX29P2,4,SNX29P2
CRLF3,2,CRLF3
CILP2,2,CILP2
NPAS4,2,NPAS4
CLEC10A,3,CLEC10A
SIAH1,6,SIAH1
TRAPPC5,1,TRAPPC5
TMTC1,5,TMTC1
ARMC8,4,ARMC8
EPHX4,1,EPHX4
SPATA2L,5,SPATA2L
RELL1,19,RELL1
APOBEC3F,3,APOBEC3F
AEBP1,6,AEBP1
GRAMD2A,3,GRAMD2A
LRRC49,3,LRRC49
PHYKPL,3,PHYKPL
SYT12,5,SYT12
LURAP1L,1,LURAP1L
TBC1D10C,6,TBC1D10C
PLD3,1,PLD3
CCNJL,3,CCNJL
GPIHBP1,1,GPIHBP1
LACC1,2,LACC1
TMEM139,3,TMEM139
CCDC71,9,CCDC71
KIAA0825,6,KIAA0825
WDR49,5,WDR49
HID1,23,HID1
ANKMY2,5,ANKMY2
UNC5CL,5,UNC5CL
ERI1,7,ERI1
LYSMD2,15,LYSMD2
DENND1C,11,DENND1C
PRR15,8,PRR15
RASGRP3,3,RASGRP3
VRK3,36,VRK3
PASD1,2,PASD1
CNGA4,4,CNGA4
PCP2,4,PCP2
SLC9A9,3,SLC9A9
LIX1L,2,LIX1L
ZNF584,3,ZNF584
NUDCD3,8,NUDCD3
CROCCP3,1,CROCCP3
PLEKHH2,19,PLEKHH2
NUTM2A,5,NUTM2A
AHNAK2,260,AHNAK2
DNAH10,31,DNAH10
TIAM2,40,TIAM2
ANKRD18A,3,ANKRD18A
FMNL3,13,FMNL3
SAMD9L,11,SAMD9L
FOXP4,23,FOXP4
MMAA,1,MMAA
MAP4K3,24,MAP4K3
NOSTRIN,9,NOSTRIN
SLC41A1,6,SLC41A1
NAV3,73,NAV3
NAV2,119,NAV2
P3H3,3,P3H3
CCDC50,14,CCDC50
LINC00346,2,LINC00346
MUSTN1,3,MUSTN1
FUNDC1,4,FUNDC1
ZNF547,1,ZNF547
GLYCTK,2,GLYCTK
MISP,60,MISP
KSR1,28,KSR1
IGDCC3,4,IGDCC3
HERC6,9,HERC6
LOXHD1,3,LOXHD1
ARL17A,1,ARL17A
CDKL3,3,CDKL3
ARID3B,12,ARID3B
SPNS2,6,SPNS2
VSTM4,1,VSTM4
SIAH3,1,SIAH3
APLF,6,APLF
CEP97,23,CEP97
ZNF695,2,ZNF695
MAPKAPK5,10,MAPKAPK5
NAXD,2,NAXD
FAM219A,19,FAM219A
SLITRK4,5,SLITRK4
TMEM151B,8,TMEM151B
SERPINA12,3,SERPINA12
GLB1L2,1,GLB1L2
ARHGEF19,6,ARHGEF19
WDR75,14,WDR75
MFN1,4,MFN1
SLC44A2,7,SLC44A2
CCDC60,2,CCDC60
ITPRIP,4,ITPRIP
SPATA31A7,2,SPATA31A7
TEX14,16,TEX14
WDFY1,1,WDFY1
TEX2,64,TEX2
MAP7D3,56,MAP7D3
CCDC117,3,CCDC117
MFSD6L,2,MFSD6L
FAM114A1,24,FAM114A1
DCUN1D3,3,DCUN1D3
PLEKHM2,26,PLEKHM2
DENND6A,3,DENND6A
WDR63,3,WDR63
MGA,127,MGA
GCC2,35,GCC2
ADGRA3,5,ADGRA3
HSCB,1,HSCB
RP1L1,9,RP1L1
CCDC28A,4,CCDC28A
BRSK2,34,BRSK2
ZC3H7A,16,ZC3H7A
TRIM59,1,TRIM59
PHF6,31,PHF6
SCN4B,1,SCN4B
CUL9,25,CUL9
LRRC8A,11,LRRC8A
LMTK2,23,LMTK2
SLC30A8,1,SLC30A8
SULF2,1,SULF2
SULF1,2,SULF1
TPH2,2,TPH2
LAX1,5,LAX1
CNTN4,7,CNTN4
UBR1,8,UBR1
UBR2,14,UBR2
ARHGAP12,57,ARHGAP12
ADHFE1,1,ADHFE1
SGPP2,2,SGPP2
UNC45B,7,UNC45B
CHERP,40,CHERP
SCUBE1,4,SCUBE1
ZSCAN29,10,ZSCAN29
CDAN1,19,CDAN1
ANKHD1,74,ANKHD1
TRIM42,3,TRIM42
BBS7,8,BBS7
SUGP1,26,SUGP1
SUGP2,48,SUGP2
WWC1,41,WWC1
UEVLD,2,UEVLD
REXO1L1P,10,REXO1L1P
ZFPM1,38,ZFPM1
CCAR1,24,CCAR1
HOMEZ,9,HOMEZ
DHX40,5,DHX40
MCEMP1,2,MCEMP1
SLF2,44,SLF2
FBXO16,2,FBXO16
SCUBE3,3,SCUBE3
SKA3,34,SKA3
CTAGE4,8,CTAGE4
DNAJC10,4,DNAJC10
TUSC5,1,TUSC5
OR4N5,2,OR4N5
NPAS3,10,NPAS3
TP53INP2,3,TP53INP2
NELFCD,2,NELFCD
CDH26,4,CDH26
RHOT2,3,RHOT2
RHOT1,1,RHOT1
SIRT2,16,SIRT2
ASXL1,18,ASXL1
PHC2,37,PHC2
GALNT12,3,GALNT12
FAM20C,7,FAM20C
MSRB3,2,MSRB3
IQCF2,2,IQCF2
BAP18,16,BAP18
NRM,1,NRM
ODF3L1,1,ODF3L1
RIMKLA,2,RIMKLA
C9orf40,8,C9orf40
GPALPP1,16,GPALPP1
KLHL7,2,KLHL7
PARP9,8,PARP9
ETFBKMT,1,ETFBKMT
FAM178B,8,FAM178B
C12orf56,5,C12orf56
FAM217A,2,FAM217A
CCDC65,2,CCDC65
PALM2,16,PALM2
FAM126B,32,FAM126B
DDIAS,7,DDIAS
DMRTC2,1,DMRTC2
RBM12B,37,RBM12B
SLC35F2,5,SLC35F2
KLHDC8B,5,KLHDC8B
RPAP2,13,RPAP2
TMEM183A,2,TMEM183A
PPIL6,1,PPIL6
ZC3H3,46,ZC3H3
SP8,7,SP8
PNPLA6,31,PNPLA6
SMC5,20,SMC5
DDX60,12,DDX60
CMIP,6,CMIP
PLPP6,10,PLPP6
IFT20,2,IFT20
MICALL2,56,MICALL2
DHX37,6,DHX37
C4orf19,8,C4orf19
AMN1,1,AMN1
KBTBD2,3,KBTBD2
SLC35F3,4,SLC35F3
TIGD4,3,TIGD4
YAF2,18,YAF2
AMOTL1,31,AMOTL1
RAVER1,42,RAVER1
FTSJ3,34,FTSJ3
NIM1K,3,NIM1K
EFCAB13,9,EFCAB13
SLX4,75,SLX4
TMEM192,11,TMEM192
CCDC144CP,7,CCDC144CP
CKAP2L,27,CKAP2L
MKX,1,MKX
MB21D2,9,MB21D2
SRRM1,163,SRRM1
PEX5L,13,PEX5L
SMAP1,8,SMAP1
DIS3L2,20,DIS3L2
SUPV3L1,2,SUPV3L1
ZNF595,8,ZNF595
GSPT2,3,GSPT2
KLHDC8A,3,KLHDC8A
FANCM,28,FANCM
LAS2,2,LAS2
CCDC13,9,CCDC13
ELOA2,2,ELOA2
TEX11,5,TEX11
LRRC56,7,LRRC56
ZZZ3,34,ZZZ3
EXOC8,13,EXOC8
ZNF440,11,ZNF440
PIANP,1,PIANP
CPNE9,1,CPNE9
C10orf67,4,C10orf67
SYTL1,15,SYTL1
CCDC105,2,CCDC105
COLGALT2,2,COLGALT2
REM2,5,REM2
TRMT44,9,TRMT44
C1orf174,15,C1orf174
GPR65,4,GPR65
FAM186B,5,FAM186B
SEPT12,2,SEPT12
SLFN12,8,SLFN12
TRIM22,6,TRIM22
ZNF100,9,ZNF100
TCEAL8,3,TCEAL8
ZDHHC23,3,ZDHHC23
THNSL1,3,THNSL1
CFAP206,5,CFAP206
SMYD4,2,SMYD4
TMEFF1,2,TMEFF1
GRAMD1C,7,GRAMD1C
PM20D2,2,PM20D2
KIAA2013,2,KIAA2013
FAM71A,17,FAM71A
CMTR2,2,CMTR2
CCDC170,3,CCDC170
KATNAL2,4,KATNAL2
ULK2,15,ULK2
HACE1,8,HACE1
UBQLNL,3,UBQLNL
MICU2,1,MICU2
CFAP46,7,CFAP46
ENTHD1,1,ENTHD1
RNF168,17,RNF168
ZNF679,5,ZNF679
CCDC116,3,CCDC116
DND1,1,DND1
CEP57L1,6,CEP57L1
DZIP1L,5,DZIP1L
LRRC34,1,LRRC34
ANKRD13A,5,ANKRD13A
ZBED8,2,ZBED8
ZNF683,8,ZNF683
PHACTR4,65,PHACTR4
ZNF34,2,ZNF34
RCOR2,12,RCOR2
RASEF,19,RASEF
CHPF,6,CHPF
TRMT2A,7,TRMT2A
RPUSD2,3,RPUSD2
ELMOD2,4,ELMOD2
ALDH16A1,4,ALDH16A1
KIAA0319L,14,KIAA0319L
H1FOO,3,H1FOO
RTKN2,6,RTKN2
COL27A1,7,COL27A1
ZNF101,4,ZNF101
SAMD14,27,SAMD14
KMT2E,38,KMT2E
DCP1B,43,DCP1B
DOCK3,15,DOCK3
SCYL3,6,SCYL3
NALCN,6,NALCN
ADGRF5,8,ADGRF5
ADGRF4,4,ADGRF4
ADGRF3,4,ADGRF3
ADGRG4,46,ADGRG4
ADGRF2,3,ADGRF2
XRN1,34,XRN1
UNC5B,18,UNC5B
CPAMD8,5,CPAMD8
RGL4,1,RGL4
TDH,2,TDH
MCOLN2,2,MCOLN2
MAML2,13,MAML2
PELP1,28,PELP1
CDK20,2,CDK20
ZNF654,11,ZNF654
SLC38A6,2,SLC38A6
ZDHHC14,4,ZDHHC14
ABI1,37,ABI1
TBC1D3,2,TBC1D3
ST13P4,8,ST13P4
RNF113B,3,RNF113B
HS6ST3,2,HS6ST3
ADGRG2,6,ADGRG2
WDFY3,37,WDFY3
SELENOH,1,SELENOH
MYOCD,6,MYOCD
CMTM4,7,CMTM4
CLECL1,1,CLECL1
CACNA2D3,8,CACNA2D3
ASPM,155,ASPM
FAM9C,1,FAM9C
FAM9B,1,FAM9B
FAM9A,1,FAM9A
WDR17,4,WDR17
DSEL,8,DSEL
KIRREL3,3,KIRREL3
CMTM8,4,CMTM8
RDH10,2,RDH10
TNS4,46,TNS4
TAF1L,9,TAF1L
ABCA7,7,ABCA7
SLC7A5P1,1,SLC7A5P1
SYCE1,2,SYCE1
CENPL,4,CENPL
C8orf59,4,C8orf59
TMEM61,1,TMEM61
C1orf87,3,C1orf87
ZNF295-AS1,1,ZNF295-AS1
RBFA,1,RBFA
LGI2,3,LGI2
FUK,1,FUK
SPAG16,1,SPAG16
CLYBL,1,CLYBL
SPART,12,SPART
ZNF444,7,ZNF444
OR8I2,2,OR8I2
PGAM4,7,PGAM4
ABRA,6,ABRA
SPICE1,40,SPICE1
TTC5,1,TTC5
PUSL1,2,PUSL1
VSIG10,1,VSIG10
TAGAP,18,TAGAP
MIER1,32,MIER1
CEND1,8,CEND1
CYP4X1,1,CYP4X1
MMP21,3,MMP21
RPTOR,34,RPTOR
CADM3,1,CADM3
FAM177A1,10,FAM177A1
CNPY4,3,CNPY4
SLC34A3,6,SLC34A3
TMEM123,3,TMEM123
CNTROB,30,CNTROB
ORMDL3,1,ORMDL3
ABCA6,1,ABCA6
EID3,5,EID3
ZFP82,6,ZFP82
ADSSL1,9,ADSSL1
BCL6B,6,BCL6B
LGI3,1,LGI3
AHI1,9,AHI1
GPC2,2,GPC2
NAGS,2,NAGS
CCAR2,28,CCAR2
PDIK1L,1,PDIK1L
NDUFAF2,4,NDUFAF2
ZNF567,3,ZNF567
CARF,1,CARF
SIX5,6,SIX5
KRT222,4,KRT222
VPS52,7,VPS52
GABRG1,2,GABRG1
FBXL14,3,FBXL14
LRRC75A-AS1,1,LRRC75A-AS1
NUP93,43,NUP93
STK11IP,29,STK11IP
ZNF687,69,ZNF687
REXO1,33,REXO1
CMTR1,23,CMTR1
LRRC47,15,LRRC47
DOCK4,35,DOCK4
CACTIN-AS1,3,CACTIN-AS1
THEMIS,2,THEMIS
BEST3,3,BEST3
CLEC4F,4,CLEC4F
KRT78,14,KRT78
CRIPAK,2,CRIPAK
CRYBG2,2,CRYBG2
CA13,5,CA13
THEM5,2,THEM5
SLC39A11,6,SLC39A11
MYO1H,8,MYO1H
ARHGEF28,29,ARHGEF28
ZNF710,2,ZNF710
INTS1,42,INTS1
SYNE4,2,SYNE4
SCML4,9,SCML4
KLHL34,5,KLHL34
HIST3H2BB,15,HIST3H2BB
ARHGAP24,20,ARHGAP24
PROM2,10,PROM2
ANKRD35,5,ANKRD35
GAPT,3,GAPT
DEPDC4,1,DEPDC4
UNC80,13,UNC80
VWDE,3,VWDE
ARMC10,29,ARMC10
LYPD1,2,LYPD1
ZCCHC24,6,ZCCHC24
GHDC,3,GHDC
PELI3,4,PELI3
ZNF619,5,ZNF619
STK40,2,STK40
ABHD12,7,ABHD12
UBE2J2,1,UBE2J2
CLASRP,53,CLASRP
ANKRD36B,10,ANKRD36B
NLGN1,5,NLGN1
OSR2,5,OSR2
FAM43A,1,FAM43A
LTBP4,9,LTBP4
PQLC1,3,PQLC1
PIAS4,4,PIAS4
RUSC2,34,RUSC2
CENPS,1,CENPS
SVBP,1,SVBP
AGGF1,15,AGGF1
MUC20,5,MUC20
C6orf223,14,C6orf223
PGBD3,5,PGBD3
GPD1L,1,GPD1L
MT1M,2,MT1M
MIER2,17,MIER2
CBARP,43,CBARP
SLC35F6,5,SLC35F6
CIART,3,CIART
SLC43A2,10,SLC43A2
ARHGAP18,15,ARHGAP18
ZNF786,3,ZNF786
TMTC2,6,TMTC2
VWA5B2,16,VWA5B2
PARP8,12,PARP8
ASCC3,22,ASCC3
CLIP4,20,CLIP4
EHBP1L1,43,EHBP1L1
PLCD3,15,PLCD3
MICALL1,63,MICALL1
GPR137C,2,GPR137C
TMEM130,5,TMEM130
BBS5,1,BBS5
METTL4,3,METTL4
C17orf53,12,C17orf53
PPM1K,2,PPM1K
CADM2,2,CADM2
ZNF664,4,ZNF664
CMYA5,71,CMYA5
TXLNB,10,TXLNB
VPS8,13,VPS8
MPP5,15,MPP5
PHTF2,19,PHTF2
GALNT15,2,GALNT15
TMEM132C,7,TMEM132C
STAG2,22,STAG2
SYNPO,102,SYNPO
FNBP4,44,FNBP4
LCORL,6,LCORL
FBXW8,10,FBXW8
LARGE2,1,LARGE2
SDR16C5,3,SDR16C5
PRSS35,2,PRSS35
GTPBP8,1,GTPBP8
ZCCHC7,12,ZCCHC7
STPG2,3,STPG2
SLC25A45,7,SLC25A45
PGBD5,7,PGBD5
LILRB2,7,LILRB2
GALNT16,2,GALNT16
CPXM2,4,CPXM2
FGFRL1,7,FGFRL1
GUF1,4,GUF1
RIBC1,1,RIBC1
ZNF843,1,ZNF843
LNX2,1,LNX2
LRRC18,1,LRRC18
D2HGDH,1,D2HGDH
MFSD4A,4,MFSD4A
SFRP1,1,SFRP1
FSTL5,4,FSTL5
RYBP,37,RYBP
PNKD,5,PNKD
GALNT4,1,GALNT4
FAM109A,2,FAM109A
FBXO39,3,FBXO39
PRR18,2,PRR18
C9orf62,3,C9orf62
NIN,38,NIN
STX19,3,STX19
MINK1,70,MINK1
C17orf78,3,C17orf78
FTMT,1,FTMT
BPIFB2,3,BPIFB2
ARL14.00,3,ARL14.00
SPATA6L,1,SPATA6L
TOMM5,1,TOMM5
