,genes
8002,IMPACT
8003,ANKRD29
8004,SDHAF4
8005,CHST9
8006,C16orf74
8007,TBCEL
8008,JPH3
8009,ANKH
8010,OTULIN
8011,UBASH3B
8012,TBRG1
8013,NRGN
8014,RETREG1
8015,CDH12
8016,TOMM70
8017,ABI3BP
8018,ANGPT1
8019,PITPNC1
8020,CC2D1B
8021,PRKCA
8022,LRRK1
8023,CEP112
8024,ABCA9
8025,ABCA5
8026,ENPP3
8027,C4orf19
8028,UCHL1
8029,MIA3
8030,DISP1
8031,TNIK
8032,FAM167A
8033,NEIL2
8034,PGM5
8035,WNT3A
8036,OBSCN
8037,LONRF1
8038,TRIM11
8039,ENAH
8040,PPP1R3A
8041,CCSAP
8042,SH3RF1
8043,GBP5
8044,BUB3
8045,CCDC173
8046,MMP21
8047,FAM69A
8048,ATP5MC3
8049,CNTNAP3B
8050,MAGED4
8051,SRSF12
8052,PDLIM3
8053,SORBS2
8054,ELOC
8055,LY96
8056,CXADR
8057,BTG3
8058,C21orf91
8059,CHODL
8060,L3MBTL4
8061,RABGEF1
8062,MRPL39
8063,JAM2
8064,ATP5PF
8065,GABPA
8066,ADAMTS1
8067,ADAMTS5
8068,TSEN2
8069,SLFN13
8070,XPC
8071,CCDC174
8072,FLCN
8073,DPH3
8074,OXNAD1
8075,PLCL2
8076,CXXC1
8077,SKA1
8078,PPP4R1
8079,APCDD1
8080,PIEZO2
8081,MPPE1
8082,USP43
8083,RAB6B
8084,EME1
8085,EPHB1
8086,ACSS1
8087,ANKRD40
8088,ZNF18
8089,VOPP1
8090,SEPT14
8091,APOOL
8092,CYP2U1
8093,RSPH10B
8094,FBXL18
8095,PROM2
8096,AK9
8097,KLF10
8098,PTPRN2
8099,AZIN1
8100,ATP6V1C1
8101,PIP4P2
8102,OTUD6B
8103,CDK19
8104,GTF3C6
8105,TTC39B
8106,AGPAT5
8107,MMS19
8108,PI4K2A
8109,MARVELD1
8110,ZFYVE27
8111,GOLGA7B
8112,TRMT44
8113,SLC25A28
8114,HSPA13
8115,USP25
8116,GRAMD2B
8117,ZCCHC10
8118,C16orf87
8119,MOV10
8120,RHOC
8121,PPM1J
8122,DBI
8123,SLC16A1
8124,HEATR3
8125,TRIM74
8126,NIFK
8127,OXA1L
8128,SLC7A7
8129,LARP1
8130,CNOT8
8131,LRGUK
8132,SETD9
8133,MIER3
8134,NUP205
8135,ZKSCAN2
8136,C9orf85
8137,PIK3AP1
8138,RBM45
8139,TTN
8140,PDIA4
8141,KDM8
8142,PDZD9
8143,KCTD18
8144,FAM126B
8145,ALS2CR12
8146,TMEM237
8147,FZD7
8148,DEPTOR
8149,FMN2
8150,RNF20
8151,PPARGC1B
8152,ELMO1
8153,SLC26A2
8154,LSM11
8155,MED7
8156,RRAGA
8157,PXYLP1
8158,RASA2
8159,RMND1
8160,SLA
8161,TMBIM4
8162,VBP1
8163,RAB39B
8164,CLIC2
8165,AFF2
8166,MICU3
8167,GRIP1
8168,VPS37A
8169,KIF5A
8170,NAT2
8171,PSD3
8172,CARNMT1
8173,MCU
8174,ELMSAN1
8175,CFAP70
8176,FAM161B
8177,GNAQ
8178,WIF1
8179,MMP16
8180,ADK
8181,KCNMA1
8182,DCK
8183,ADAMTS3
8184,ALX3
8185,DPY19L4
8186,NDUFAF6
8187,DRAM2
8188,C8orf37
8189,ADAMTSL3
8190,SLC28A1
8191,WHAMM
8192,N6AMT1
8193,RWDD2B
8194,USP16
8195,CCT8
8196,MAP3K7CL
8197,BACH1
8198,TSPAN7
8199,TIAM1
8200,SCAF4
8201,RPGR
8202,CDK20
8203,PCGF6
8204,ANKRD9
8205,SFR1
8206,SFXN2
8207,ATP5MPL
8208,FUT6
8209,FGF18
8210,PCDH1
8211,SH3RF2
8212,GDF6
8213,UQCRB
8214,MTERF3
8215,PTDSS1
8216,PPP2R2B
8217,RPL30
8218,FAM122C
8219,SUPV3L1
8220,FAM122B
8221,EEF1A1
8222,HK1
8223,TYSND1
8224,PHF6
8225,CD109
8226,UBE2L6
8227,ZDHHC5
8228,MED19
8229,ZFAND3
8230,NPTN
8231,KAT6B
8232,SAMD8
8233,RAB11FIP1
8234,UNC5D
8235,GLYATL2
8236,UTP14A
8237,AIFM1
8238,MAPK13
8239,BAG4
8240,TBC1D31
8241,WDYHV1
8242,ATAD2
8243,FBXO32
8244,NSMCE2
8245,ZNF689
8246,PRR14
8247,FBRS
8248,FRRS1
8249,PHKG2
8250,MFSD14A
8251,SASS6
8252,MALSU1
8253,VPS8
8254,GALK2
8255,LHFPL4
8256,B3GNT7
8257,MPV17L
8258,BUB1B
8259,PDE6D
8260,EIF4A2
8261,BRPF1
8262,RPUSD3
8263,TATDN2
8264,GHRL
8265,SEC13
8266,EXOG
8267,NTAN1
8268,NMNAT2
8269,ZFYVE9
8270,SLC6A1
8271,SMG1
8272,FCHO2
8273,RBPMS
8274,TMEM171
8275,SYN2
8276,NRG1
8277,ODR4
8278,CPT2
8279,NECAP2
8280,LRP8
8281,PAXIP1
8282,STEAP2
8283,SSBP3
8284,CLDN12
8285,MMP14
8286,FZD1
8287,GATAD1
8288,SUSD3
8289,TMED6
8290,CLEC18A
8291,DHRS4
8292,C1orf158
8293,ARMC12
8294,DDX19B
8295,ST3GAL2
8296,FUK
8297,IL34
8298,DHRS1
8299,CACNA1D
8300,ARSE
8301,KIT
8302,HYDIN
8303,AASDH
8304,ZNF19
8305,CACNA2D3
8306,RNF111
8307,CCNB2
8308,FAM81A
8309,MYO1E
8310,APPL1
8311,MUM1L1
8312,AFAP1L1
8313,TSC22D3
8314,VPS26C
8315,DYRK1A
8316,ETS2
8317,TSPAN18
8318,LCA5L
8319,SLC35B2
8320,TMEM164
8321,MX1
8322,CREB3L1
8323,C2CD2
8324,TAB3
8325,SLC38A10
8326,C9orf43
8327,PALM2-AKAP2
8328,ZNF618
8329,TMEM268
8330,SNX22
8331,UBN2
8332,BRAF
8333,PSMG3
8334,CABP1
8335,WDR19
8336,SLC37A3
8337,AP3S2
8338,FMNL2
8339,GAREM2
8340,SPPL3
8341,DPYSL5
8342,RAB28
8343,FAM213B
8344,PANK4
8345,MEGF11
8346,C12orf43
8347,PEX10
8348,RER1
8349,RADIL
8350,SKI
8351,WIPI2
8352,LDLRAP1
8353,AGAP1
8354,KRTCAP3
8355,ANKRD61
8356,PAFAH2
8357,EXTL1
8358,SLC30A2
8359,BABAM2
8360,WDR66
8361,MRPL17
8362,GRHL3
8363,UBXN11
8364,NLRP14
8365,PTPDC1
8366,GALNT14
8367,NCK1
8368,HPD
8369,RHPN1
8370,TPRG1L
8371,AAED1
8372,XKR8
8373,CNNM4
8374,EYA3
8375,DZIP1L
8376,TMSB15A
8377,FANCC
8378,MRAS
8379,WASF2
8380,ABHD3
8381,FAIM
8382,FAM46B
8383,CLSTN2
8384,COLEC12
8385,RNF207
8386,CUL4B
8387,GPR153
8388,SLC13A3
8389,GPRASP2
8390,RHBDL2
8391,AUTS2
8392,HIST1H2BD
8393,CDC25C
8394,HIST1H4H
8395,MITD1
8396,EIF5B
8397,RIBC1
8398,TMSB15B
8399,CNOT11
8400,TSPAN33
8401,NRG2
8402,AHCYL2
8403,B4GALT5
8404,CD1D
8405,SPATA2
8406,FAM86C1
8407,NCF1
8408,CPA5
8409,TSR2
8410,PPP1R9A
8411,ZC3H18
8412,ZFAND2B
8413,GDPD5
8414,DYNC1I1
8415,PFKFB1
8416,ALAS2
8417,TMED4
8418,PPP1R15B
8419,COPG2
8420,EMSY
8421,GPAT4
8422,ZSCAN12
8423,TAGLN2
8424,ELK4
8425,SLC45A3
8426,DUSP23
8427,RNF166
8428,NBL1
8429,F11R
8430,USF1
8431,SPATA2L
8432,NIT1
8433,DEDD
8434,ZNF276
8435,NPM2
8436,EDA
8437,FGF17
8438,CDA
8439,PINK1
8440,B4GALT3
8441,DMTN
8442,ADAMTS4
8443,FAM160B2
8444,NDUFS2
8445,SLC5A11
8446,FCER1G
8447,TOMM40L
8448,CCAR2
8449,WNT9B
8450,CACHD1
8451,CDC42SE2
8452,RAPGEF6
8453,EPB41
8454,MIS18A
8455,ALG8
8456,FBXW5
8457,C21orf59
8458,SYNJ1
8459,PAXBP1
8460,IFNAR2
8461,MRPL10
8462,IFNGR2
8463,GART
8464,SON
8465,DONSON
8466,SV2A
8467,STC1
8468,CSRP1
8469,PRAC1
8470,HOXB13
8471,KCNE2
8472,ATP5MC1
8473,RCAN1
8474,UBE2Z
8475,CIART
8476,SNF8
8477,CCDC24
8478,RUNX1
8479,IGF2BP1
8480,GIP
8481,CBR1
8482,CBR3
8483,MORC3
8484,CHAF1B
8485,SIM2
8486,HLCS
8487,SCUBE1
8488,ARHGAP27
8489,ADPGK
8490,PTMS
8491,ADIPOR1
8492,CYB5R1
8493,PSMD4
8494,ATP13A2
8495,PSMB4
8496,IRX6
8497,BTG2
8498,HK2
8499,C1R
8500,CELF3
8501,ALDH4A1
8502,STARD9
8503,THEM4
8504,TCHH
8505,UBR1
8506,AMFR
8507,MED8
8508,RGL4
8509,ISL2
8510,RSPRY1
8511,GPBP1L1
8512,NAE1
8513,TMEM69
8514,ACE
8515,EFCAB14
8516,SPON2
8517,CHCHD6
8518,CTBP1
8519,LRRC36
8520,TPPP3
8521,ZDHHC1
8522,ATP6V0D1
8523,ZFYVE28
8524,CARMIL2
8525,C16orf86
8526,RGS12
8527,PSKH1
8528,ZYX
8529,ABR
8530,CCDC117
8531,ZNF230
8532,CCDC107
8533,ZNF222
8534,NPR2
8535,ZNF221
8536,ZNF233
8537,ZNF235
8538,GNE
8539,TNFRSF13C
8540,OR3A3
8541,ARHGAP35
8542,CALM3
8543,DFFA
8544,CCDC28B
8545,IQCC
8546,TMEM234
8547,BSDC1
8548,ZBTB8A
8549,ATAD3B
8550,SSU72
8551,UBE2J2
8552,ZNF362
8553,FNDC5
8554,NR2F6
8555,ANKLE1
8556,CCDC58
8557,VMA21
8558,KALRN
8559,CILP2
8560,ABCG1
8561,RSPH1
8562,SLC37A1
8563,PDE9A
8564,WDR4
8565,NDUFV3
8566,PKNOX1
8567,CBS
8568,U2AF1
8569,HSF2BP
8570,RRP1B
8571,PDXK
8572,G6PD
8573,CSTB
8574,RRP1
8575,AGPAT3
8576,TRAPPC10
8577,GAB3
8578,C21orf33
8579,ICOSLG
8580,C21orf2
8581,ZNF66
8582,LRRC3
8583,ITGB2
8584,FAM207A
8585,RALGDS
8586,FTCD
8587,SPATC1L
8588,LSS
8589,VAV2
8590,MCM3AP
8591,C21orf58
8592,PCNT
8593,DIP2A
8594,S100B
8595,PRMT2
8596,CLDND2
8597,ZNF208
8598,ADAMTS13
8599,CACFD1
8600,SLC2A6
8601,ZNF761
8602,C9orf116
8603,ZNF714
8604,GPSM1
8605,C19orf47
8606,CFAP157
8607,TOR2A
8608,ST6GALNAC6
8609,SHKBP1
8610,RDH13
8611,ZER1
8612,ZDHHC12
8613,PKN3
8614,SPTBN4
8615,BRSK1
8616,COX6B2
8617,TMEM190
8618,NLRP4
8619,PLPP7
8620,TAOK1
8621,MED27
8622,DEDD2
8623,SIK3
8624,MPZL3
8625,NEK8
8626,TLCD1
8627,PCSK7
8628,SAFB
8629,CD3G
8630,S100A1
8631,CHTOP
8632,CXCR5
8633,ZBTB7B
8634,FLAD1
8635,SHC1
8636,VPS11
8637,NLRX1
8638,ADAR
8639,IL6R
8640,UBE2Q1
8641,CRTC2
8642,ANO10
8643,FDPS
8644,RUSC1
8645,FAM189B
8646,PAQR6
8647,PMF1
8648,SLC25A44
8649,LMNA
8650,NBEAL2
8651,CCDC12
8652,UBQLN4
8653,PPP1R35
8654,GPATCH4
8655,AZGP1
8656,FGFR4
8657,NACC1
8658,LY6K
8659,IER2
8660,ZNF394
8661,CPSF4
8662,LY6E
8663,TONSL
8664,PTGER1
8665,MUM1
8666,RECQL4
8667,LRRC14
8668,ZNF333
8669,COL26A1
8670,PPP1R16A
8671,FOXH1
8672,ORAI2
8673,ALKBH4
8674,SH2B2
8675,MRNIP
8676,SQSTM1
8677,MGAT4B
8678,RPL8
8679,LRWD1
8680,FBXL13
8681,NAPEPLD
8682,PSMC2
8683,CELF5
8684,MFSD12
8685,USP41
8686,YDJC
8687,CCDC116
8688,DVL3
8689,AP2M1
8690,ABCF3
8691,PCYT1A
8692,FBXO27
8693,DMKN
8694,U2AF1L4
8695,THAP8
8696,COX7A1
8697,ZNF382
8698,PLXDC1
8699,PGAP3
8700,IKZF3
8701,GRIN2C
8702,FDXR
8703,SAP30BP
8704,ACOX1
8705,PRPSAP1
8706,CYGB
8707,SRSF2
8708,ZNF577
8709,TMEM143
8710,HCRT
8711,ALDH16A1
8712,DCD
8713,ITGA5
8714,SIGLEC11
8715,ZNF385A
8716,MPP3
8717,NAGS
8718,LSM12
8719,ASB16
8720,EMC10
8721,JOSD2
8722,FAM171A2
8723,DBF4B
8724,PLCD3
8725,FMNL3
8726,RACGAP1
8727,LARP4
8728,GRASP
8729,RAVER1
8730,SYCE2
8731,SPC24
8732,LEMD2
8733,ALOX15
8734,ZNF653
8735,MED11
8736,CXCL16
8737,SCIMP
8738,RNASEK-C17orf49
8739,BCL6B
8740,TNFSF13
8741,SENP3
8742,FGF11
8743,EIF4A1
8744,RPL26
8745,POLR3K
8746,SNRNP25
8747,PRR35
8748,WDR90
8749,JMJD8
8750,SSTR5
8751,SPSB3
8752,TEDC2
8753,CCNF
8754,TBC1D24
8755,AMDHD2
8756,NTN3
8757,PAQR4
8758,FLYWCH2
8759,ZNF75A
8760,ADCY9
8761,SHANK2
8762,CLPB
8763,NEU3
8764,CYB561A3
8765,PPP1R32
8766,ASRGL1
8767,GNG3
8768,UBXN1
8769,LBHD1
8770,TTC9C
8771,TAF6L
8772,NXF1
8773,STX5
8774,SLC25A45
8775,RPL29
8776,SYVN1
8777,ZFPL1
8778,RPS6KA4
8779,LRP5
8780,TPCN2
8781,TAL1
8782,CMPK1
8783,COA7
8784,ZYG11B
8785,C1orf123
8786,MAGOH
8787,ACOT11
8788,PARS2
8789,USP24
8790,PLPP3
8791,NOL9
8792,PRKAA2
8793,KLHL21
8794,ZSWIM5
8795,GMEB1
8796,SELENON
8797,AK4
8798,JAK1
8799,RAVER2
8800,CTRC
8801,LZIC
8802,RBP7
8803,FBLIM1
8804,SLC25A34
8805,AKR7A3
8806,DRAXIN
8807,PDPN
8808,DHRS3
8809,MATN1
8810,SDC3
8811,PEF1
8812,SYNC
8813,RBBP4
8814,KIAA1522
8815,TSSK3
8816,TMCO4
8817,CAMK2N1
8818,ALPL
8819,WNT4
8820,SCNN1D
8821,MXRA8
8822,FAAP20
8823,MEGF6
8824,DIRAS3
8825,NFIA
8826,OMA1
8827,MYSM1
8828,TM2D1
8829,USP1
8830,FUBP1
8831,NEXN
8832,DNAJB4
8833,TYW3
8834,LHX8
8835,SNX7
8836,FAM102B
8837,C1orf52
8838,WDR63
8839,ATXN7L2
8840,GBP4
8841,ZNF326
8842,HFM1
8843,GFI1
8844,KCNT2
8845,AGL
8846,EXTL2
8847,SLC30A7
8848,ZNF281
8849,ARPC5
8850,ZNF496
8851,TRIM58
8852,IGSF8
8853,DDR2
8854,PEA15
8855,PEX19
8856,NCSTN
8857,VANGL2
8858,OLFML2B
8859,FCRLB
8860,KLHDC9
8861,C1orf74
8862,FLVCR1
8863,ATF3
8864,RBM15
8865,IER5
8866,SNED1
8867,BPNT1
8868,SPATA17
8869,C1orf115
8870,BROX
8871,NBPF20
8872,ACP6
8873,KIF26B
8874,TFB2M
8875,CNST
8876,PPP1R21
8877,KLHDC8A
8878,PKDCC
8879,OXER1
8880,HAAO
8881,B3GALNT2
8882,MAPKAPK2
8883,FCMR
8884,CAPN2
8885,MRPL55
8886,WDR26
8887,REL
8888,PUS10
8889,PEX13
8890,KIAA1841
8891,TRIM17
8892,RFTN2
8893,DISC1
8894,CAPN13
8895,MEMO1
8896,DPY30
8897,TYW5
8898,MAIP1
8899,PQLC3
8900,ARL5A
8901,FAM84A
8902,CLHC1
8903,FRZB
8904,DUSP19
8905,CFAP36
8906,NUP35
8907,CCDC138
8908,FBXO41
8909,WDCP
8910,SMC6
8911,VSNL1
8912,CCDC74A
8913,H3F3A
8914,COQ8A
8915,SLC16A14
8916,TEKT4
8917,EN1
8918,SGCB
8919,SPATA18
8920,CFAP221
8921,SGPP2
8922,INHBB
8923,BBS5
8924,SMARCAD1
8925,PDLIM5
8926,STPG2
8927,RPRD2
8928,ANKRD23
8929,CTSS
8930,MSX1
8931,PACRGL
8932,BNIPL
8933,TNFAIP8L2
8934,LYSMD1
8935,SCNM1
8936,TMOD4
8937,VPS72
8938,ERCC3
8939,RNF149
8940,IWS1
8941,BOLA3
8942,CDC42EP3
8943,S100A11
8944,DHX57
8945,TGFA
8946,CCNYL1
8947,FZD5
8948,DCAF16
8949,C1orf189
8950,NPPC
8951,GNPDA2
8952,ALPP
8953,ALPPL2
8954,PAQR3
8955,NIPAL1
8956,ANTXR2
8957,HELQ
8958,MRPS18C
8959,CGGBP1
8960,ABRAXAS1
8961,GPR155
8962,PMVK
8963,PBXIP1
8964,CLDN1
8965,PYGO2
8966,HIPK1
8967,DCST1
8968,COL6A3
8969,INAVA
8970,YY1AP1
8971,KBTBD8
8972,EOGT
8973,NAXE
8974,POGLUT1
8975,SLC22A15
8976,ATP1A1
8977,SLC15A2
8978,EIF4E3
8979,PROK2
8980,LRRC58
8981,FSTL1
8982,LMOD1
8983,ELF3
8984,TMEM183A
8985,TMEM169
8986,IGFBP7
8987,TRIM46
8988,KRTCAP2
8989,ARPC2
8990,TSACC
8991,CCT3
8992,TMEM79
8993,SSR2
8994,RNF25
8995,STK36
8996,ADORA1
8997,NEK10
8998,CCDC141
8999,CRYBA2
9000,IHH
9001,CIP2A
9002,EOMES
9003,CWC22
9004,AZI2
9005,TGFBR2
9006,ANKZF1
9007,HDAC11
9008,FBLN2
9009,GLB1L
9010,STT3B
9011,CHCHD4
9012,SGO2
9013,SERPINI1
9014,CLASP2
9015,SUCLG1
9016,NUAK2
9017,PRKCI
9018,IFI16
9019,EIF5A2
9020,RPL22L1
9021,PPM1L
9022,ICA1L
9023,RYBP
9024,PPP4R2
9025,CD200R1
9026,GTPBP8
9027,NEPRO
9028,SPICE1
9029,CCDC191
9030,NKX6-1
9031,CDS1
9032,WDFY3
9033,COX18
9034,PTPN13
9035,C3orf49
9036,C4orf36
9037,THOC7
9038,ATXN7
9039,PSMD6
9040,PRICKLE2
9041,ADAMTS9
9042,PPM1K
9043,ERICH6
9044,GMPS
9045,TIPARP
9046,CCNL1
9047,PTX3
9048,HESX1
9049,DCLK3
9050,SLMAP
9051,RPL9
9052,SMIM14
9053,RPP14
9054,ABHD6
9055,C3orf67
9056,RBM47
9057,APBB2
9058,IL17RE
9059,IL17RC
9060,CRELD1
9061,PRRT3
9062,PCOLCE2
9063,U2SURP
9064,MTMR14
9065,TTC14
9066,PF4
9067,MTHFD2L
9068,RCHY1
9069,GYG1
9070,HPS3
9071,TOPBP1
9072,RYK
9073,SNRK
9074,DNAJC5G
9075,UCN
9076,ZNF513
9077,SLC4A1AP
9078,SPDYA
9079,KIAA1143
9080,KIF15
9081,WDR43
9082,ZDHHC3
9083,CDCP1
9084,CLEC3B
9085,SLC6A20
9086,LZTFL1
9087,FYCO1
9088,ELP6
9089,DTX3L
9090,ZNF148
9091,NMNAT3
9092,SMIM12
9093,ZMYM6
9094,TPRA1
9095,YEATS2
9096,ZC3H12A
9097,MEAF6
9098,SNIP1
9099,POLR2H
9100,KLF15
9101,CAMK2N2
9102,LIPH
9103,TMEM41A
9104,RPN1
9105,SENP2
9106,HEYL
9107,IFT122
9108,RFC4
9109,RPL39L
9110,BAP1
9111,TKT
9112,PRKCD
9113,RFT1
9114,SFMBT1
9115,GNL3
9116,PBRM1
9117,UVSSA
9118,FAM208A
9119,ARHGEF3
9120,SLBP
9121,LRPAP1
9122,SLC51A
9123,UBXN7
9124,RNF168
9125,PIGX
9126,MELTF
9127,ABLIM2
9128,EXO5
9129,C1orf50
9130,ERMAP
9131,ZNF691
9132,AIMP1
9133,SGMS2
9134,METAP1
9135,DNAJB14
9136,H2AFZ
9137,SLC9B1
9138,SLC9B2
9139,BDH2
9140,PGRMC2
9141,CDC25A
9142,ZNF589
9143,FBXW12
9144,PLXNB1
9145,CCDC51
9146,ATRIP
9147,SHISA5
9148,SPRY1
9149,BSN
9150,APEH
9151,INTU
9152,RNF123
9153,HSPA4L
9154,MFSD8
9155,ABHD18
9156,CAMKV
9157,MON1A
9158,MST1R
9159,RAD54L2
9160,TEX264
9161,GRM2
9162,DUSP7
9163,POC1A
9164,PPM1M
9165,ETNPPL
9166,WDR82
9167,PITX2
9168,C4orf3
9169,PRSS12
9170,HMGB2
9171,SAP30
9172,HAND2
9173,MAD2L1
9174,ANXA5
9175,MAP9
9176,GUCY1A1
9177,FBXO8
9178,CEP44
9179,HPGD
9180,TMEM144
9181,FAM198B
9182,NAA15
9183,IL15
9184,FAM160A1
9185,ARFIP1
9186,ICE1
9187,HHIP
9188,ANAPC10
9189,ABCE1
9190,OTUD4
9191,LSM6
9192,TMEM184C
9193,PRMT9
9194,ITGA2
9195,MOCS2
9196,SLC45A2
9197,EDIL3
9198,TMEM161B
9199,ELOVL7
9200,NDUFAF2
9201,ZNF474
9202,LMBRD2
9203,RANBP3L
9204,NIPBL
9205,RNF180
9206,ADGRV1
9207,SLC25A46
9208,STARD4
9209,PGGT1B
9210,F2RL2
9211,CCDC112
9212,ANKRD33B
9213,CMBL
9214,C5orf63
9215,PRRC1
9216,F2RL1
9217,AGGF1
9218,WDR41
9219,NDUFS4
9220,SCGB3A2
9221,GRPEL2
9222,CDC20B
9223,ARSK
9224,RHOBTB3
9225,GPX8
9226,TIGD6
9227,SERINC5
9228,CASP3
9229,PRIMPOL
9230,ERAP1
9231,ERAP2
9232,EGFLAM
9233,CFAP97
9234,RICTOR
9235,PAPD4
9236,ANKRA2
9237,UBLCP1
9238,UTP15
9239,TLR3
9240,NSA2
9241,GFM2
9242,TERT
9243,CCDC127
9244,FOXQ1
9245,ACSL6
9246,SEPT8
9247,SHROOM1
9248,GDF9
9249,UQCRQ
9250,LEAP2
9251,GJB7
9252,SLC35A1
9253,TLX3
9254,TXLNB
9255,CITED2
9256,TBXT
9257,CREBRF
9258,DCBLD1
9259,SFXN1
9260,PDSS2
9261,STXBP5
9262,HIST1H2AA
9263,IL31RA
9264,TBX20
9265,DAGLB
9266,KIAA0895
9267,STK17A
9268,TRA2A
9269,GALNT10
9270,SAP30L
9271,RPS14
9272,COG5
9273,BMT2
9274,GPR85
9275,SLU7
9276,RP9
9277,PTTG1
9278,CAMLG
9279,BMPER
9280,RELL2
9281,KCNK5
9282,KIF6
9283,ZNF12
9284,SLC29A4
9285,STEAP1
9286,CDCA7L
9287,SP8
9288,MIOS
9289,KIAA1324L
9290,USP49
9291,SYTL3
9292,HEY1
9293,ZNF704
9294,FABP5
9295,SHH
9296,TAGAP
9297,COL1A2
9298,FNDC1
9299,CHMP4C
9300,SLC13A4
9301,BRI3
9302,LMTK2
9303,CTSB
9304,DLC1
9305,ADCY1
9306,C8orf48
9307,C7orf57
9308,HNF4G
9309,PEX2
9310,RAD21
9311,MED30
9312,SBSPON
9313,PHKG1
9314,EN2
9315,SPIDR
9316,ORC5
9317,DNAAF5
9318,OSGIN2
9319,SUN1
9320,OXR1
9321,TMEM74
9322,GPR146
9323,GPER1
9324,TMEM184A
9325,NOS3
9326,MICALL2
9327,CA3
9328,INTS1
9329,CDK5
9330,SLC4A2
9331,FASTK
9332,TMUB1
9333,FMC1
9334,GBX1
9335,PHAX
9336,ALDH7A1
9337,FOXK1
9338,COX6C
9339,OSR2
9340,YWHAZ
9341,BAALC
9342,FZD6
9343,SLC25A32
9344,DCAF13
9345,TP53INP1
9346,INTS8
9347,VIRMA
9348,GEM
9349,PDP1
9350,TMEM67
9351,WASHC5
9352,RPP25L
9353,FAM219A
9354,C9orf24
9355,SNAPC3
9356,MYORG
9357,NUDT2
9358,TMEM65
9359,PSIP1
9360,CCDC171
9361,UBAP1
9362,SYK
9363,NIPSNAP3B
9364,NFIL3
9365,LETM2
9366,METTL2B
9367,FXN
9368,C8orf34
9369,ALDH1A1
9370,KDM1B
9371,HGSNAT
9372,RASEF
9373,GKAP1
9374,KIF27
9375,C9orf64
9376,HNRNPK
9377,SVEP1
9378,ANKS6
9379,FBP1
9380,TMEM246
9381,ZHX1
9382,CYBB
9383,DYNLT3
9384,METTL27
9385,MID1IP1
9386,CXorf58
9387,KIAA1958
9388,PTCHD1
9389,PCDH19
9390,PIGA
9391,STRBP
9392,CLDN3
9393,GAPVD1
9394,CARD19
9395,WNK2
9396,ATP7A
9397,ZNF367
9398,HDX
9399,NDUFB6
9400,NOL6
9401,AQP3
9402,TRMT10B
9403,VCP
9404,PIGO
9405,STOML2
9406,BRWD3
9407,SLITRK5
9408,MELK
9409,OTUD1
9410,ARHGAP12
9411,FAT3
9412,HECTD2
9413,FBXO33
9414,INTS6L
9415,GPR101
9416,LRFN5
9417,SPTSSA
9418,WRN
9419,MARCH8
9420,TSHR
9421,CFL2
9422,SUGT1
9423,GTF2A1
9424,ZCCHC24
9425,PGM2L1
9426,SLC16A9
9427,INPPL1
9428,GJB2
9429,CRYL1
9430,REEP3
9431,SKA3
9432,MICU2
9433,DDIAS
9434,PCF11
9435,PKNOX2
9436,LRR1
9437,RPL36AL
9438,DNAAF2
9439,DEPP1
9440,ZNF22
9441,KLHDC2
9442,EML5
9443,NEMF
9444,RPUSD4
9445,ARF6
9446,TTC8
9447,TMEM63C
9448,NOXRED1
9449,CDX2
9450,KBTBD6
9451,FAAH2
9452,NUDT5
9453,DACT1
9454,OXGR1
9455,BEND7
9456,ATP5F1C
9457,PRPF18
9458,TAF3
9459,VSTM4
9460,VDAC2
9461,COMTD1
9462,SLC18A2
9463,PDZD8
9464,ZNF503
9465,ABRAXAS2
9466,QSOX2
9467,FAM204A
9468,NSD1
9469,PRDX3
9470,ENOX2
9471,GHITM
9472,SNAPC4
9473,PMPCA
9474,SDCCAG3
9475,AK8
9476,SPACA9
9477,TSC1
9478,HPRT1
9479,BORCS5
9480,FAM69B
9481,ZMYND19
9482,STOX1
9483,RET
9484,DDX21
9485,BMS1
9486,STK32C
9487,JCAD
9488,FUNDC2
9489,PIP4P1
9490,METTL17
9491,NDRG2
9492,ARHGEF40
9493,NSMF
9494,ZNF219
9495,CASP7
9496,PPP1R36
9497,BTNL9
9498,CCDC186
9499,VWA2
9500,METTL3
9501,SALL2
9502,PRAP1
9503,TRUB1
9504,ZFYVE1
9505,C10orf82
9506,HSPA12A
9507,FRAT1
9508,UBTD1
9509,ANKRD2
9510,E2F7
9511,ARHGAP42
9512,ISCA2
9513,LARGE2
9514,PACSIN3
9515,TTC7B
9516,SLC39A13
9517,PSMC3
9518,RAPSN
9519,AGBL2
9520,TC2N
9521,CPSF2
9522,MOAP1
9523,IFI27L1
9524,IFI27
9525,CLMN
9526,CCDC38
9527,PTER
9528,C1QL3
9529,CACNB2
9530,HACD1
9531,ARL5B
9532,SMCO4
9533,CEP295
9534,TAF1D
9535,ABTB2
9536,R3HCC1L
9537,AMOTL1
9538,HTRA1
9539,CEP57
9540,TCP11L2
9541,SPRED1
9542,GPR176
9543,JAM3
9544,GLB1L3
9545,ADAMTS15
9546,GPT2
9547,AMN
9548,RAB8B
9549,IKBIP
9550,RPUSD2
9551,HIF1AN
9552,NDUFB8
9553,ZFYVE19
9554,PPP1R14D
9555,SPINT1
9556,FBN1
9557,AVPR1A
9558,DEPDC4
9559,BRD7
9560,CKB
9561,TRMT61A
9562,BTRC
9563,POLL
9564,BAG5
9565,DPCD
9566,LARP6
9567,API5
